"No.","Time","Source","Destination","Protocol","Length","Info","dest (r)","dest(u)","src (r)","src(u)","New Column"
"40965","3292.766197","17.253.27.195","192.168.111.43","TCP","1510","443  >  62738 [PSH, ACK] Seq=1987898 Ack=1033 Win=32256 Len=1444 TSval=2302959141 TSecr=1616392485 [TCP PDU reassembled in 40970]","62738","62738","443","443","40965"
"40966","3292.766199","17.253.27.195","192.168.111.43","TCP","1510","443  >  62744 [ACK] Seq=802373 Ack=1043 Win=32256 Len=1444 TSval=454471124 TSecr=361985504 [TCP PDU reassembled in 40974]","62744","62744","443","443","40966"
"40967","3292.766200","17.253.27.195","192.168.111.43","TCP","1510","443  >  62744 [PSH, ACK] Seq=803817 Ack=1043 Win=32256 Len=1444 TSval=454471124 TSecr=361985504 [TCP PDU reassembled in 40974]","62744","62744","443","443","40967"
"40968","3292.766201","17.253.27.195","192.168.111.43","TCP","1510","443  >  62744 [ACK] Seq=805261 Ack=1043 Win=32256 Len=1444 TSval=454471127 TSecr=361985504 [TCP PDU reassembled in 40974]","62744","62744","443","443","40968"
"40969","3292.766202","17.253.27.195","192.168.111.43","TCP","1510","443  >  62744 [PSH, ACK] Seq=806705 Ack=1043 Win=32256 Len=1444 TSval=454471127 TSecr=361985504 [TCP PDU reassembled in 40974]","62744","62744","443","443","40969"
"40970","3292.766203","17.253.27.195","192.168.111.43","TLSv1.3","1510","Application Data","62738","62738","443","443","40970"
"40971","3292.766204","17.253.27.195","192.168.111.43","TCP","1510","443  >  62738 [PSH, ACK] Seq=1990786 Ack=1033 Win=32256 Len=1444 TSval=2302959147 TSecr=1616392485 [TCP PDU reassembled in 41018]","62738","62738","443","443","40971"
"40972","3292.766260","192.168.111.43","17.253.27.195","TCP","66","62744  >  443 [ACK] Seq=1043 Ack=808149 Win=47680 Len=0 TSval=361985571 TSecr=454471127","443","443","62744","62744","40972"
"40973","3292.766283","192.168.111.43","17.253.27.195","TCP","66","62738  >  443 [ACK] Seq=1033 Ack=1992230 Win=44800 Len=0 TSval=1616392553 TSecr=2302959147","443","443","62738","62738","40973"
"40974","3292.767365","17.253.27.195","192.168.111.43","TLSv1.3","1510","Application Data","62744","62744","443","443","40974"
"40975","3292.767367","17.253.27.195","192.168.111.43","TCP","1510","443  >  62744 [PSH, ACK] Seq=809593 Ack=1043 Win=32256 Len=1444 TSval=454471131 TSecr=361985504 [TCP PDU reassembled in 41003]","62744","62744","443","443","40975"
"40976","3292.767368","17.253.27.195","192.168.111.43","TCP","1510","443  >  62746 [ACK] Seq=51492 Ack=1036 Win=32256 Len=1444 TSval=454471131 TSecr=52299900 [TCP PDU reassembled in 40982]","62746","62746","443","443","40976"
"40977","3292.767369","17.253.27.195","192.168.111.43","TCP","1510","443  >  62746 [PSH, ACK] Seq=52936 Ack=1036 Win=32256 Len=1444 TSval=454471133 TSecr=52299900 [TCP PDU reassembled in 40982]","62746","62746","443","443","40977"
"40978","3292.767371","17.253.27.195","192.168.111.43","TCP","1510","443  >  62744 [ACK] Seq=811037 Ack=1043 Win=32256 Len=1444 TSval=454471134 TSecr=361985517 [TCP PDU reassembled in 41003]","62744","62744","443","443","40978"
"40979","3292.767372","17.253.27.195","192.168.111.43","TCP","1510","443  >  62744 [PSH, ACK] Seq=812481 Ack=1043 Win=32256 Len=1444 TSval=454471134 TSecr=361985517 [TCP PDU reassembled in 41003]","62744","62744","443","443","40979"
"40980","3292.767373","17.253.27.195","192.168.111.43","TCP","1510","443  >  62738 [ACK] Seq=1992230 Ack=1033 Win=32256 Len=1444 TSval=2302959153 TSecr=1616392485 [TCP PDU reassembled in 41018]","62738","62738","443","443","40980"
"40981","3292.767374","17.253.27.195","192.168.111.43","TCP","1510","443  >  62738 [PSH, ACK] Seq=1993674 Ack=1033 Win=32256 Len=1444 TSval=2302959153 TSecr=1616392485 [TCP PDU reassembled in 41018]","62738","62738","443","443","40981"
"40982","3292.767375","17.253.27.195","192.168.111.43","TLSv1.3","1510","Application Data","62746","62746","443","443","40982"
"40983","3292.767376","17.253.27.195","192.168.111.43","TCP","1510","443  >  62744 [ACK] Seq=813925 Ack=1043 Win=32256 Len=1444 TSval=454471138 TSecr=361985517 [TCP PDU reassembled in 41003]","62744","62744","443","443","40983"
"40984","3292.767378","17.253.27.195","192.168.111.43","TCP","1510","443  >  62744 [PSH, ACK] Seq=815369 Ack=1043 Win=32256 Len=1444 TSval=454471138 TSecr=361985517 [TCP PDU reassembled in 41003]","62744","62744","443","443","40984"
"40985","3292.767766","192.168.111.43","17.253.27.195","TCP","66","62744  >  443 [ACK] Seq=1043 Ack=816813 Win=47680 Len=0 TSval=361985572 TSecr=454471138","443","443","62744","62744","40985"
"40986","3292.767767","192.168.111.43","17.253.27.195","TCP","66","62746  >  443 [ACK] Seq=1036 Ack=55824 Win=7232 Len=0 TSval=52299944 TSecr=454471137","443","443","62746","62746","40986"
"40987","3292.767769","192.168.111.43","17.253.27.195","TCP","66","62738  >  443 [ACK] Seq=1033 Ack=1995118 Win=44800 Len=0 TSval=1616392554 TSecr=2302959153","443","443","62738","62738","40987"
"40988","3292.770834","17.253.27.195","192.168.111.43","TCP","1510","443  >  62738 [ACK] Seq=1995118 Ack=1033 Win=32256 Len=1444 TSval=2302959159 TSecr=1616392485 [TCP PDU reassembled in 41018]","62738","62738","443","443","40988"
"40989","3292.770835","17.253.27.195","192.168.111.43","TCP","1510","443  >  62738 [PSH, ACK] Seq=1996562 Ack=1033 Win=32256 Len=1444 TSval=2302959159 TSecr=1616392485 [TCP PDU reassembled in 41018]","62738","62738","443","443","40989"
"40990","3292.770836","17.253.27.195","192.168.111.43","TCP","1510","443  >  62744 [ACK] Seq=816813 Ack=1043 Win=32256 Len=1444 TSval=454471141 TSecr=361985539 [TCP PDU reassembled in 41003]","62744","62744","443","443","40990"
"40991","3292.770837","17.253.27.195","192.168.111.43","TCP","1510","443  >  62744 [PSH, ACK] Seq=818257 Ack=1043 Win=32256 Len=1444 TSval=454471141 TSecr=361985539 [TCP PDU reassembled in 41003]","62744","62744","443","443","40991"
"40992","3292.770838","17.253.27.195","192.168.111.43","TCP","1510","443  >  62746 [PSH, ACK] Seq=55824 Ack=1036 Win=32256 Len=1444 TSval=454471141 TSecr=52299900 [TCP PDU reassembled in 41154]","62746","62746","443","443","40992"
"40993","3292.770839","17.253.27.195","192.168.111.43","TCP","1510","443  >  62744 [ACK] Seq=819701 Ack=1043 Win=32256 Len=1444 TSval=454471144 TSecr=361985539 [TCP PDU reassembled in 41003]","62744","62744","443","443","40993"
"40994","3292.770840","17.253.27.195","192.168.111.43","TCP","1510","443  >  62746 [ACK] Seq=57268 Ack=1036 Win=32256 Len=1444 TSval=454471145 TSecr=52299900 [TCP PDU reassembled in 41154]","62746","62746","443","443","40994"
"40995","3292.770900","192.168.111.43","17.253.27.195","TCP","66","62738  >  443 [ACK] Seq=1033 Ack=1998006 Win=44800 Len=0 TSval=1616392558 TSecr=2302959159","443","443","62738","62738","40995"
"40996","3292.770923","192.168.111.43","17.253.27.195","TCP","66","62744  >  443 [ACK] Seq=1043 Ack=821145 Win=47680 Len=0 TSval=361985576 TSecr=454471144","443","443","62744","62744","40996"
"40997","3292.770937","192.168.111.43","17.253.27.195","TCP","66","62746  >  443 [ACK] Seq=1036 Ack=58712 Win=8704 Len=0 TSval=52299948 TSecr=454471145","443","443","62746","62746","40997"
"40998","3292.772632","17.253.27.195","192.168.111.43","TCP","1510","443  >  62744 [ACK] Seq=821145 Ack=1043 Win=32256 Len=1444 TSval=454471146 TSecr=361985539 [TCP PDU reassembled in 41003]","62744","62744","443","443","40998"
"40999","3292.772634","17.253.27.195","192.168.111.43","TCP","1510","443  >  62744 [PSH, ACK] Seq=822589 Ack=1043 Win=32256 Len=1444 TSval=454471146 TSecr=361985539 [TCP PDU reassembled in 41003]","62744","62744","443","443","40999"
"41000","3292.772635","17.253.27.195","192.168.111.43","TCP","1510","443  >  62738 [ACK] Seq=1998006 Ack=1033 Win=32256 Len=1444 TSval=2302959165 TSecr=1616392522 [TCP PDU reassembled in 41018]","62738","62738","443","443","41000"
"41001","3292.772636","17.253.27.195","192.168.111.43","TCP","1510","443  >  62738 [PSH, ACK] Seq=1999450 Ack=1033 Win=32256 Len=1444 TSval=2302959165 TSecr=1616392522 [TCP PDU reassembled in 41018]","62738","62738","443","443","41001"
"41002","3292.772637","17.253.27.195","192.168.111.43","TCP","1510","443  >  62744 [ACK] Seq=824033 Ack=1043 Win=32256 Len=1444 TSval=454471150 TSecr=361985539 [TCP PDU reassembled in 41003]","62744","62744","443","443","41002"
"41003","3292.772638","17.253.27.195","192.168.111.43","TLSv1.3","1510","Application Data","62744","62744","443","443","41003"
"41004","3292.772675","192.168.111.43","17.253.27.195","TCP","66","62744  >  443 [ACK] Seq=1043 Ack=826921 Win=47680 Len=0 TSval=361985577 TSecr=454471150","443","443","62744","62744","41004"
"41005","3292.772711","192.168.111.43","17.253.27.195","TCP","66","62738  >  443 [ACK] Seq=1033 Ack=2000894 Win=44800 Len=0 TSval=1616392559 TSecr=2302959165","443","443","62738","62738","41005"
"41006","3292.780609","17.253.27.195","192.168.111.43","TCP","1510","443  >  62738 [ACK] Seq=2000894 Ack=1033 Win=32256 Len=1444 TSval=2302959169 TSecr=1616392522 [TCP PDU reassembled in 41018]","62738","62738","443","443","41006"
"41007","3292.780610","17.253.27.195","192.168.111.43","TCP","1510","443  >  62738 [PSH, ACK] Seq=2002338 Ack=1033 Win=32256 Len=1444 TSval=2302959169 TSecr=1616392522 [TCP PDU reassembled in 41018]","62738","62738","443","443","41007"
"41008","3292.780612","17.253.27.195","192.168.111.43","TCP","1510","443  >  62744 [ACK] Seq=826921 Ack=1043 Win=32256 Len=1444 TSval=454471153 TSecr=361985539 [TCP PDU reassembled in 41056]","62744","62744","443","443","41008"
"41009","3292.780613","17.253.27.195","192.168.111.43","TCP","1510","443  >  62744 [PSH, ACK] Seq=828365 Ack=1043 Win=32256 Len=1444 TSval=454471153 TSecr=361985539 [TCP PDU reassembled in 41056]","62744","62744","443","443","41009"
"41010","3292.780614","17.253.27.195","192.168.111.43","TCP","1510","443  >  62738 [ACK] Seq=2003782 Ack=1033 Win=32256 Len=1444 TSval=2302959174 TSecr=1616392522 [TCP PDU reassembled in 41018]","62738","62738","443","443","41010"
"41011","3292.780652","17.253.27.195","192.168.111.43","TCP","1510","443  >  62738 [PSH, ACK] Seq=2005226 Ack=1033 Win=32256 Len=1444 TSval=2302959174 TSecr=1616392522 [TCP PDU reassembled in 41018]","62738","62738","443","443","41011"
"41012","3292.780709","192.168.111.43","17.253.27.195","TCP","66","62738  >  443 [ACK] Seq=1033 Ack=2005226 Win=44800 Len=0 TSval=1616392567 TSecr=2302959174","443","443","62738","62738","41012"
"41013","3292.780770","192.168.111.43","17.253.27.195","TCP","66","62744  >  443 [ACK] Seq=1043 Ack=829809 Win=47680 Len=0 TSval=361985585 TSecr=454471153","443","443","62744","62744","41013"
"41014","3292.780773","192.168.111.43","17.253.27.195","TCP","66","62738  >  443 [ACK] Seq=1033 Ack=2006670 Win=44800 Len=0 TSval=1616392567 TSecr=2302959174","443","443","62738","62738","41014"
"41015","3292.780795","17.253.27.195","192.168.111.43","TCP","1510","443  >  62744 [ACK] Seq=829809 Ack=1043 Win=32256 Len=1444 TSval=454471157 TSecr=361985539 [TCP PDU reassembled in 41056]","62744","62744","443","443","41015"
"41016","3292.780796","17.253.27.195","192.168.111.43","TCP","1510","443  >  62744 [PSH, ACK] Seq=831253 Ack=1043 Win=32256 Len=1444 TSval=454471157 TSecr=361985539 [TCP PDU reassembled in 41056]","62744","62744","443","443","41016"
"41017","3292.780836","192.168.111.43","17.253.27.195","TCP","66","62744  >  443 [ACK] Seq=1043 Ack=832697 Win=47680 Len=0 TSval=361985585 TSecr=454471157","443","443","62744","62744","41017"
"41018","3292.786321","17.253.27.195","192.168.111.43","TLSv1.3","1510","Application Data","62738","62738","443","443","41018"
"41019","3292.786323","17.253.27.195","192.168.111.43","TCP","1510","443  >  62738 [PSH, ACK] Seq=2008114 Ack=1033 Win=32256 Len=1444 TSval=2302959178 TSecr=1616392522 [TCP PDU reassembled in 41040]","62738","62738","443","443","41019"
"41020","3292.786376","192.168.111.43","17.253.27.195","TCP","66","62738  >  443 [ACK] Seq=1033 Ack=2009558 Win=44800 Len=0 TSval=1616392573 TSecr=2302959178","443","443","62738","62738","41020"
"41021","3292.788575","17.253.27.195","192.168.111.43","TCP","1510","443  >  62744 [ACK] Seq=832697 Ack=1043 Win=32256 Len=1444 TSval=454471160 TSecr=361985539 [TCP PDU reassembled in 41056]","62744","62744","443","443","41021"
"41022","3292.788577","17.253.27.195","192.168.111.43","TCP","1510","443  >  62744 [PSH, ACK] Seq=834141 Ack=1043 Win=32256 Len=1444 TSval=454471160 TSecr=361985539 [TCP PDU reassembled in 41056]","62744","62744","443","443","41022"
"41023","3292.788640","192.168.111.43","17.253.27.195","TCP","66","62744  >  443 [ACK] Seq=1043 Ack=835585 Win=47680 Len=0 TSval=361985593 TSecr=454471160","443","443","62744","62744","41023"
"41024","3292.795322","17.253.27.195","192.168.111.43","TCP","1510","443  >  62744 [ACK] Seq=835585 Ack=1043 Win=32256 Len=1444 TSval=454471163 TSecr=361985539 [TCP PDU reassembled in 41056]","62744","62744","443","443","41024"
"41025","3292.795325","17.253.27.195","192.168.111.43","TCP","1510","443  >  62744 [PSH, ACK] Seq=837029 Ack=1043 Win=32256 Len=1444 TSval=454471163 TSecr=361985539 [TCP PDU reassembled in 41056]","62744","62744","443","443","41025"
"41026","3292.795327","17.253.27.195","192.168.111.43","TCP","1510","443  >  62738 [ACK] Seq=2009558 Ack=1033 Win=32256 Len=1444 TSval=2302959183 TSecr=1616392522 [TCP PDU reassembled in 41040]","62738","62738","443","443","41026"
"41027","3292.795329","17.253.27.195","192.168.111.43","TCP","1510","443  >  62738 [PSH, ACK] Seq=2011002 Ack=1033 Win=32256 Len=1444 TSval=2302959183 TSecr=1616392522 [TCP PDU reassembled in 41040]","62738","62738","443","443","41027"
"41028","3292.795397","192.168.111.43","17.253.27.195","TCP","66","62744  >  443 [ACK] Seq=1043 Ack=838473 Win=47680 Len=0 TSval=361985600 TSecr=454471163","443","443","62744","62744","41028"
"41029","3292.795444","192.168.111.43","17.253.27.195","TCP","66","62738  >  443 [ACK] Seq=1033 Ack=2012446 Win=44800 Len=0 TSval=1616392582 TSecr=2302959183","443","443","62738","62738","41029"
"41030","3292.798216","17.253.27.195","192.168.111.43","TCP","1510","443  >  62738 [ACK] Seq=2012446 Ack=1033 Win=32256 Len=1444 TSval=2302959187 TSecr=1616392522 [TCP PDU reassembled in 41040]","62738","62738","443","443","41030"
"41031","3292.798218","17.253.27.195","192.168.111.43","TCP","1510","443  >  62738 [PSH, ACK] Seq=2013890 Ack=1033 Win=32256 Len=1444 TSval=2302959187 TSecr=1616392522 [TCP PDU reassembled in 41040]","62738","62738","443","443","41031"
"41032","3292.798262","192.168.111.43","17.253.27.195","TCP","66","62738  >  443 [ACK] Seq=1033 Ack=2015334 Win=44800 Len=0 TSval=1616392585 TSecr=2302959187","443","443","62738","62738","41032"
"41033","3292.801186","17.253.27.195","192.168.111.43","TCP","1510","443  >  62738 [ACK] Seq=2015334 Ack=1033 Win=32256 Len=1444 TSval=2302959192 TSecr=1616392522 [TCP PDU reassembled in 41040]","62738","62738","443","443","41033"
"41034","3292.801188","17.253.27.195","192.168.111.43","TCP","1510","443  >  62738 [PSH, ACK] Seq=2016778 Ack=1033 Win=32256 Len=1444 TSval=2302959192 TSecr=1616392522 [TCP PDU reassembled in 41040]","62738","62738","443","443","41034"
"41035","3292.801213","192.168.111.43","17.253.27.195","TCP","66","62738  >  443 [ACK] Seq=1033 Ack=2018222 Win=44800 Len=0 TSval=1616392588 TSecr=2302959192","443","443","62738","62738","41035"
"41036","3292.803952","17.253.27.195","192.168.111.43","TCP","1510","443  >  62738 [ACK] Seq=2018222 Ack=1033 Win=32256 Len=1444 TSval=2302959196 TSecr=1616392522 [TCP PDU reassembled in 41040]","62738","62738","443","443","41036"
"41037","3292.803954","17.253.27.195","192.168.111.43","TCP","1510","443  >  62738 [PSH, ACK] Seq=2019666 Ack=1033 Win=32256 Len=1444 TSval=2302959196 TSecr=1616392522 [TCP PDU reassembled in 41040]","62738","62738","443","443","41037"
"41038","3292.804021","192.168.111.43","17.253.27.195","TCP","66","62738  >  443 [ACK] Seq=1033 Ack=2021110 Win=44800 Len=0 TSval=1616392591 TSecr=2302959196","443","443","62738","62738","41038"
"41039","3292.810037","17.253.27.195","192.168.111.43","TCP","1510","443  >  62738 [ACK] Seq=2021110 Ack=1033 Win=32256 Len=1444 TSval=2302959201 TSecr=1616392522 [TCP PDU reassembled in 41040]","62738","62738","443","443","41039"
"41040","3292.810039","17.253.27.195","192.168.111.43","TLSv1.3","1510","Application Data","62738","62738","443","443","41040"
"41041","3292.810123","192.168.111.43","17.253.27.195","TCP","66","62738  >  443 [ACK] Seq=1033 Ack=2023998 Win=44800 Len=0 TSval=1616392597 TSecr=2302959201","443","443","62738","62738","41041"
"41042","3292.813745","17.253.27.195","192.168.111.43","TCP","1510","443  >  62738 [ACK] Seq=2023998 Ack=1033 Win=32256 Len=1444 TSval=2302959205 TSecr=1616392522 [TCP PDU reassembled in 41079]","62738","62738","443","443","41042"
"41043","3292.813747","17.253.27.195","192.168.111.43","TCP","1510","443  >  62738 [PSH, ACK] Seq=2025442 Ack=1033 Win=32256 Len=1444 TSval=2302959205 TSecr=1616392522 [TCP PDU reassembled in 41079]","62738","62738","443","443","41043"
"41044","3292.813806","192.168.111.43","17.253.27.195","TCP","66","62738  >  443 [ACK] Seq=1033 Ack=2026886 Win=44800 Len=0 TSval=1616392601 TSecr=2302959205","443","443","62738","62738","41044"
"41045","3292.856916","192.168.111.17","224.0.0.251","MDNS","279","Standard query 0x0000 PTR _rdlink._tcp.local, ""QM"" question PTR _companion-link._tcp.local, ""QM"" question PTR _airplay._tcp.local, ""QM"" question PTR Jinghanâ\200\231s MacBook Air (3)._companion-link._tcp.local PTR Zephaniahâ\200\231s MacBook Air._companion-link._tcp.local PTR Jinghanâ\200\231s MacBook Air (3)._airplay._tcp.local PTR Jacobâ\200\231s MacBook Pro (5)._airplay._tcp.local","5353","5353","5353","5353","41045"
"41046","3292.870851","104.18.3.115","192.168.111.43","TLSv1.3","101","Application Data","62729","62729","443","443","41046"
"41047","3292.870852","17.253.27.195","192.168.111.43","TCP","1510","[TCP Spurious Retransmission] 443  >  62746 [ACK] Seq=57268 Ack=1036 Win=32256 Len=1444 TSval=454471224 TSecr=52299900 [TCP PDU reassembled in 41154]","62746","62746","443","443","41047"
"41048","3292.870976","192.168.111.43","17.253.27.195","TCP","78","[TCP Dup ACK 40997#1] 62746  >  443 [ACK] Seq=1036 Ack=58712 Win=8704 Len=0 TSval=52300048 TSecr=454471224 SLE=57268 SRE=58712","443","443","62746","62746","41048"
"41049","3292.871096","192.168.111.43","104.18.3.115","TCP","66","62729  >  443 [ACK] Seq=1459 Ack=5560 Win=131072 Len=0 TSval=2540415247 TSecr=2433658177","443","443","62729","62729","41049"
"41050","3292.879215","17.253.27.195","192.168.111.43","TCP","1510","[TCP Spurious Retransmission] 443  >  62744 [ACK] Seq=837029 Ack=1043 Win=32256 Len=1444 TSval=454471233 TSecr=361985539 [TCP PDU reassembled in 41056]","62744","62744","443","443","41050"
"41051","3292.879217","17.253.27.195","192.168.111.43","TCP","1510","443  >  62746 [PSH, ACK] Seq=58712 Ack=1036 Win=32256 Len=1444 TSval=454471237 TSecr=52299948 [TCP PDU reassembled in 41154]","62746","62746","443","443","41051"
"41052","3292.879218","17.253.27.195","192.168.111.43","TCP","1510","443  >  62738 [ACK] Seq=2026886 Ack=1033 Win=32256 Len=1444 TSval=2302959256 TSecr=1616392588 [TCP PDU reassembled in 41079]","62738","62738","443","443","41052"
"41053","3292.879219","17.253.27.195","192.168.111.43","TCP","1510","443  >  62738 [PSH, ACK] Seq=2028330 Ack=1033 Win=32256 Len=1444 TSval=2302959256 TSecr=1616392588 [TCP PDU reassembled in 41079]","62738","62738","443","443","41053"
"41054","3292.879220","17.253.27.195","192.168.111.43","TCP","1510","443  >  62744 [ACK] Seq=838473 Ack=1043 Win=32256 Len=1444 TSval=454471237 TSecr=361985600 [TCP PDU reassembled in 41056]","62744","62744","443","443","41054"
"41055","3292.879221","17.253.27.195","192.168.111.43","TCP","1510","443  >  62744 [PSH, ACK] Seq=839917 Ack=1043 Win=32256 Len=1444 TSval=454471237 TSecr=361985600 [TCP PDU reassembled in 41056]","62744","62744","443","443","41055"
"41056","3292.879225","17.253.27.195","192.168.111.43","TLSv1.3","1510","Application Data","62744","62744","443","443","41056"
"41057","3292.879226","17.253.27.195","192.168.111.43","TCP","1510","443  >  62746 [ACK] Seq=60156 Ack=1036 Win=32256 Len=1444 TSval=454471239 TSecr=52299948 [TCP PDU reassembled in 41154]","62746","62746","443","443","41057"
"41058","3292.879227","17.253.27.195","192.168.111.43","TCP","1510","443  >  62738 [ACK] Seq=2029774 Ack=1033 Win=32256 Len=1444 TSval=2302959258 TSecr=1616392588 [TCP PDU reassembled in 41079]","62738","62738","443","443","41058"
"41059","3292.879228","17.253.27.195","192.168.111.43","TCP","1510","443  >  62738 [PSH, ACK] Seq=2031218 Ack=1033 Win=32256 Len=1444 TSval=2302959258 TSecr=1616392588 [TCP PDU reassembled in 41079]","62738","62738","443","443","41059"
"41060","3292.879229","17.253.27.195","192.168.111.43","TCP","1510","443  >  62744 [ACK] Seq=842805 Ack=1043 Win=32256 Len=1444 TSval=454471241 TSecr=361985600 [TCP PDU reassembled in 41090]","62744","62744","443","443","41060"
"41061","3292.879230","17.253.27.195","192.168.111.43","TCP","1510","443  >  62744 [PSH, ACK] Seq=844249 Ack=1043 Win=32256 Len=1444 TSval=454471241 TSecr=361985600 [TCP PDU reassembled in 41090]","62744","62744","443","443","41061"
"41062","3292.879231","17.253.27.195","192.168.111.43","TCP","1510","443  >  62746 [PSH, ACK] Seq=61600 Ack=1036 Win=32256 Len=1444 TSval=454471243 TSecr=52299948 [TCP PDU reassembled in 41154]","62746","62746","443","443","41062"
"41063","3292.879232","17.253.27.195","192.168.111.43","TCP","1510","443  >  62738 [ACK] Seq=2032662 Ack=1033 Win=32256 Len=1444 TSval=2302959263 TSecr=1616392601 [TCP PDU reassembled in 41079]","62738","62738","443","443","41063"
"41064","3292.879233","17.253.27.195","192.168.111.43","TCP","1510","443  >  62738 [PSH, ACK] Seq=2034106 Ack=1033 Win=32256 Len=1444 TSval=2302959263 TSecr=1616392601 [TCP PDU reassembled in 41079]","62738","62738","443","443","41064"
"41065","3292.879234","17.253.27.195","192.168.111.43","TCP","1510","443  >  62744 [ACK] Seq=845693 Ack=1043 Win=32256 Len=1444 TSval=454471244 TSecr=361985600 [TCP PDU reassembled in 41090]","62744","62744","443","443","41065"
"41066","3292.879235","17.253.27.195","192.168.111.43","TCP","1510","443  >  62744 [PSH, ACK] Seq=847137 Ack=1043 Win=32256 Len=1444 TSval=454471244 TSecr=361985600 [TCP PDU reassembled in 41090]","62744","62744","443","443","41066"
"41067","3292.879376","192.168.111.43","17.253.27.195","TCP","78","62744  >  443 [ACK] Seq=1043 Ack=848581 Win=49152 Len=0 TSval=361985684 TSecr=454471244 SLE=837029 SRE=838473","443","443","62744","62744","41067"
"41068","3292.879428","192.168.111.43","17.253.27.195","TCP","66","62746  >  443 [ACK] Seq=1036 Ack=63044 Win=8704 Len=0 TSval=52300056 TSecr=454471243","443","443","62746","62746","41068"
"41069","3292.879449","192.168.111.43","17.253.27.195","TCP","66","62738  >  443 [ACK] Seq=1033 Ack=2035550 Win=36160 Len=0 TSval=1616392666 TSecr=2302959263","443","443","62738","62738","41069"
"41070","3292.897554","192.168.111.43","17.248.168.194","QUIC","83","Protected Payload (KP0), DCID=33e6ed9cd0948741f990770dfea98b693f08af81","443","443","54095","54095","41070"
"41071","3292.910374","17.253.27.195","192.168.111.43","TCP","1510","443  >  62746 [ACK] Seq=63044 Ack=1036 Win=32256 Len=1444 TSval=454471248 TSecr=52299948 [TCP PDU reassembled in 41154]","62746","62746","443","443","41071"
"41072","3292.910376","17.253.27.195","192.168.111.43","TCP","1510","443  >  62744 [ACK] Seq=848581 Ack=1043 Win=32256 Len=1444 TSval=454471248 TSecr=361985600 [TCP PDU reassembled in 41090]","62744","62744","443","443","41072"
"41073","3292.910378","17.253.27.195","192.168.111.43","TCP","1510","443  >  62744 [PSH, ACK] Seq=850025 Ack=1043 Win=32256 Len=1444 TSval=454471248 TSecr=361985600 [TCP PDU reassembled in 41090]","62744","62744","443","443","41073"
"41074","3292.910379","17.253.27.195","192.168.111.43","TCP","1510","443  >  62738 [ACK] Seq=2035550 Ack=1033 Win=32256 Len=1444 TSval=2302959267 TSecr=1616392601 [TCP PDU reassembled in 41079]","62738","62738","443","443","41074"
"41075","3292.910380","17.253.27.195","192.168.111.43","TCP","1510","443  >  62738 [PSH, ACK] Seq=2036994 Ack=1033 Win=32256 Len=1444 TSval=2302959267 TSecr=1616392601 [TCP PDU reassembled in 41079]","62738","62738","443","443","41075"
"41076","3292.910381","17.253.27.195","192.168.111.43","TCP","1510","443  >  62744 [ACK] Seq=851469 Ack=1043 Win=32256 Len=1444 TSval=454471251 TSecr=361985600 [TCP PDU reassembled in 41090]","62744","62744","443","443","41076"
"41077","3292.910382","17.253.27.195","192.168.111.43","TCP","1510","443  >  62744 [PSH, ACK] Seq=852913 Ack=1043 Win=32256 Len=1444 TSval=454471251 TSecr=361985600 [TCP PDU reassembled in 41090]","62744","62744","443","443","41077"
"41078","3292.910383","17.253.27.195","192.168.111.43","TCP","1510","443  >  62746 [PSH, ACK] Seq=64488 Ack=1036 Win=32256 Len=1444 TSval=454471252 TSecr=52299948 [TCP PDU reassembled in 41154]","62746","62746","443","443","41078"
"41079","3292.910384","17.253.27.195","192.168.111.43","TLSv1.3","1510","Application Data","62738","62738","443","443","41079"
"41080","3292.910385","17.253.27.195","192.168.111.43","TCP","1510","443  >  62738 [PSH, ACK] Seq=2039882 Ack=1033 Win=32256 Len=1444 TSval=2302959272 TSecr=1616392601 [TCP PDU reassembled in 41115]","62738","62738","443","443","41080"
"41081","3292.910386","17.253.27.195","192.168.111.43","TCP","1510","443  >  62744 [ACK] Seq=854357 Ack=1043 Win=32256 Len=1444 TSval=454471254 TSecr=361985600 [TCP PDU reassembled in 41090]","62744","62744","443","443","41081"
"41082","3292.910387","17.253.27.195","192.168.111.43","TCP","1510","443  >  62744 [PSH, ACK] Seq=855801 Ack=1043 Win=32256 Len=1444 TSval=454471254 TSecr=361985600 [TCP PDU reassembled in 41090]","62744","62744","443","443","41082"
"41083","3292.910388","17.253.27.195","192.168.111.43","TCP","1510","443  >  62746 [ACK] Seq=65932 Ack=1036 Win=32256 Len=1444 TSval=454471256 TSecr=52299948 [TCP PDU reassembled in 41154]","62746","62746","443","443","41083"
"41084","3292.910450","17.253.27.195","192.168.111.43","TCP","1510","443  >  62738 [ACK] Seq=2041326 Ack=1033 Win=32256 Len=1444 TSval=2302959276 TSecr=1616392601 [TCP PDU reassembled in 41115]","62738","62738","443","443","41084"
"41085","3292.910452","17.253.27.195","192.168.111.43","TCP","1510","443  >  62738 [PSH, ACK] Seq=2042770 Ack=1033 Win=32256 Len=1444 TSval=2302959276 TSecr=1616392601 [TCP PDU reassembled in 41115]","62738","62738","443","443","41085"
"41086","3292.910521","192.168.111.43","17.253.27.195","TCP","66","62746  >  443 [ACK] Seq=1036 Ack=67376 Win=10112 Len=0 TSval=52300087 TSecr=454471256","443","443","62746","62746","41086"
