"No.","Time","Source","Destination","Protocol","Length","Info","dest (r)","dest(u)","src (r)","src(u)","New Column"
"60291","3822.032515","192.168.111.43","17.248.210.8","TCP","66","52199  >  443 [ACK] Seq=591778 Ack=1137481 Win=129600 Len=0 TSval=1023464134 TSecr=1008397541","443","443","52199","52199","60291"
"60292","3822.036831","17.248.210.8","192.168.111.43","TLSv1.3","1306","Application Data","52199","52199","443","443","60292"
"60293","3822.036881","192.168.111.43","17.248.210.8","TCP","66","52199  >  443 [ACK] Seq=591778 Ack=1138721 Win=129792 Len=0 TSval=1023464138 TSecr=1008397541","443","443","52199","52199","60293"
"60294","3822.077971","192.168.111.43","17.248.210.8","TLSv1.3","635","Application Data","443","443","52199","52199","60294"
"60295","3822.078209","192.168.111.43","17.248.210.8","TLSv1.3","165","Application Data","443","443","52199","52199","60295"
"60296","3822.098779","17.248.210.8","192.168.111.43","TCP","66","443  >  52199 [ACK] Seq=1138721 Ack=592446 Win=174080 Len=0 TSval=1008397608 TSecr=1023464179","52199","52199","443","443","60296"
"60297","3822.098781","17.248.210.8","192.168.111.43","TCP","1514","443  >  52199 [ACK] Seq=1138721 Ack=592446 Win=174080 Len=1448 TSval=1008397610 TSecr=1023464179 [TCP PDU reassembled in 60301]","52199","52199","443","443","60297"
"60298","3822.098908","192.168.111.43","17.248.210.8","TCP","66","52199  >  443 [ACK] Seq=592446 Ack=1140169 Win=129600 Len=0 TSval=1023464200 TSecr=1008397610","443","443","52199","52199","60298"
"60299","3822.100664","17.248.210.8","192.168.111.43","TCP","1514","443  >  52199 [PSH, ACK] Seq=1140169 Ack=592446 Win=174080 Len=1448 TSval=1008397610 TSecr=1023464179 [TCP PDU reassembled in 60301]","52199","52199","443","443","60299"
"60300","3822.100665","17.248.210.8","192.168.111.43","TCP","1514","443  >  52199 [ACK] Seq=1141617 Ack=592446 Win=174080 Len=1448 TSval=1008397611 TSecr=1023464179 [TCP PDU reassembled in 60301]","52199","52199","443","443","60300"
"60301","3822.100666","17.248.210.8","192.168.111.43","TLSv1.3","319","Application Data","52199","52199","443","443","60301"
"60302","3822.100721","192.168.111.43","17.248.210.8","TCP","66","52199  >  443 [ACK] Seq=592446 Ack=1143318 Win=127872 Len=0 TSval=1023464202 TSecr=1008397611","443","443","52199","52199","60302"
"60303","3822.100816","192.168.111.43","17.248.210.8","TCP","66","[TCP Window Update] 52199  >  443 [ACK] Seq=592446 Ack=1143318 Win=131072 Len=0 TSval=1023464202 TSecr=1008397611","443","443","52199","52199","60303"
"60304","3822.119380","192.168.111.43","17.248.210.8","TLSv1.3","635","Application Data","443","443","52199","52199","60304"
"60305","3822.119623","192.168.111.43","17.248.210.8","TLSv1.3","165","Application Data","443","443","52199","52199","60305"
"60306","3822.166494","17.248.210.8","192.168.111.43","TCP","66","443  >  52199 [ACK] Seq=1143318 Ack=593114 Win=174080 Len=0 TSval=1008397654 TSecr=1023464220","52199","52199","443","443","60306"
"60307","3822.166495","17.248.210.8","192.168.111.43","TCP","1514","443  >  52199 [ACK] Seq=1143318 Ack=593114 Win=174080 Len=1448 TSval=1008397655 TSecr=1023464220 [TCP PDU reassembled in 60309]","52199","52199","443","443","60307"
"60308","3822.166591","192.168.111.43","17.248.210.8","TCP","66","52199  >  443 [ACK] Seq=593114 Ack=1144766 Win=129600 Len=0 TSval=1023464268 TSecr=1008397655","443","443","52199","52199","60308"
"60309","3822.172153","17.248.210.8","192.168.111.43","TLSv1.3","1313","Application Data","52199","52199","443","443","60309"
"60310","3822.172216","192.168.111.43","17.248.210.8","TCP","66","52199  >  443 [ACK] Seq=593114 Ack=1146013 Win=129792 Len=0 TSval=1023464273 TSecr=1008397655","443","443","52199","52199","60310"
"60311","3822.192581","192.168.111.43","17.248.210.8","TLSv1.3","635","Application Data","443","443","52199","52199","60311"
"60312","3822.192799","192.168.111.43","17.248.210.8","TLSv1.3","165","Application Data","443","443","52199","52199","60312"
"60313","3822.229859","17.248.210.8","192.168.111.43","TCP","66","443  >  52199 [ACK] Seq=1146013 Ack=593782 Win=174080 Len=0 TSval=1008397732 TSecr=1023464294","52199","52199","443","443","60313"
"60314","3822.235381","17.248.210.8","192.168.111.43","TCP","1514","443  >  52199 [ACK] Seq=1146013 Ack=593782 Win=174080 Len=1448 TSval=1008397733 TSecr=1023464294 [TCP PDU reassembled in 60315]","52199","52199","443","443","60314"
"60315","3822.235383","17.248.210.8","192.168.111.43","TLSv1.3","1309","Application Data","52199","52199","443","443","60315"
"60316","3822.235486","192.168.111.43","17.248.210.8","TCP","66","52199  >  443 [ACK] Seq=593782 Ack=1148704 Win=128320 Len=0 TSval=1023464337 TSecr=1008397733","443","443","52199","52199","60316"
"60317","3822.254454","192.168.111.43","17.248.210.8","TLSv1.3","635","Application Data","443","443","52199","52199","60317"
"60318","3822.254818","192.168.111.43","17.248.210.8","TLSv1.3","165","Application Data","443","443","52199","52199","60318"
"60319","3822.266010","8a:96:dd:09:e9:d0","Broadcast","ARP","60","Who has 192.168.111.93? Tell 192.168.111.75","","","","","60319"
"60320","3822.291785","17.248.210.8","192.168.111.43","TCP","66","443  >  52199 [ACK] Seq=1148704 Ack=594450 Win=174080 Len=0 TSval=1008397796 TSecr=1023464356","52199","52199","443","443","60320"
"60321","3822.291786","17.248.210.8","192.168.111.43","TLSv1.3","1135","Application Data","52199","52199","443","443","60321"
"60322","3822.291870","192.168.111.43","17.248.210.8","TCP","66","52199  >  443 [ACK] Seq=594450 Ack=1149773 Win=129984 Len=0 TSval=1023464393 TSecr=1008397797","443","443","52199","52199","60322"
"60323","3822.296670","192.168.111.43","17.248.210.8","TLSv1.3","635","Application Data","443","443","52199","52199","60323"
"60324","3822.297055","192.168.111.43","17.248.210.8","TLSv1.3","165","Application Data","443","443","52199","52199","60324"
"60325","3822.322702","17.248.210.8","192.168.111.43","TCP","66","443  >  52199 [ACK] Seq=1149773 Ack=595118 Win=174080 Len=0 TSval=1008397834 TSecr=1023464398","52199","52199","443","443","60325"
"60326","3822.322708","17.248.210.8","192.168.111.43","TLSv1.3","1132","Application Data","52199","52199","443","443","60326"
"60327","3822.322837","192.168.111.43","17.248.210.8","TCP","66","52199  >  443 [ACK] Seq=595118 Ack=1150839 Win=129984 Len=0 TSval=1023464424 TSecr=1008397835","443","443","52199","52199","60327"
"60328","3822.327223","192.168.111.43","17.248.210.8","TLSv1.3","635","Application Data","443","443","52199","52199","60328"
"60329","3822.327622","192.168.111.43","17.248.210.8","TLSv1.3","165","Application Data","443","443","52199","52199","60329"
"60330","3822.365237","17.248.210.8","192.168.111.43","TCP","66","443  >  52199 [ACK] Seq=1150839 Ack=595786 Win=174080 Len=0 TSval=1008397874 TSecr=1023464428","52199","52199","443","443","60330"
"60331","3822.365238","17.248.210.8","192.168.111.43","TLSv1.3","1133","Application Data","52199","52199","443","443","60331"
"60332","3822.365363","192.168.111.43","17.248.210.8","TCP","66","52199  >  443 [ACK] Seq=595786 Ack=1151906 Win=129984 Len=0 TSval=1023464466 TSecr=1008397874","443","443","52199","52199","60332"
"60333","3822.369372","192.168.111.43","17.248.210.8","TLSv1.3","635","Application Data","443","443","52199","52199","60333"
"60334","3822.369767","192.168.111.43","17.248.210.8","TLSv1.3","165","Application Data","443","443","52199","52199","60334"
"60335","3822.387633","17.248.210.8","192.168.111.43","TCP","66","443  >  52199 [ACK] Seq=1151906 Ack=596454 Win=174080 Len=0 TSval=1008397899 TSecr=1023464470","52199","52199","443","443","60335"
"60336","3822.387634","17.248.210.8","192.168.111.43","TLSv1.3","1132","Application Data","52199","52199","443","443","60336"
"60337","3822.387738","192.168.111.43","17.248.210.8","TCP","66","52199  >  443 [ACK] Seq=596454 Ack=1152972 Win=129984 Len=0 TSval=1023464489 TSecr=1008397900","443","443","52199","52199","60337"
"60338","3822.395790","192.168.111.43","17.248.210.8","TLSv1.3","635","Application Data","443","443","52199","52199","60338"
"60339","3822.396153","192.168.111.43","17.248.210.8","TLSv1.3","165","Application Data","443","443","52199","52199","60339"
"60340","3822.413503","17.248.210.8","192.168.111.43","TCP","66","443  >  52199 [ACK] Seq=1152972 Ack=597122 Win=174080 Len=0 TSval=1008397927 TSecr=1023464497","52199","52199","443","443","60340"
"60341","3822.419583","17.248.210.8","192.168.111.43","TLSv1.3","1131","Application Data","52199","52199","443","443","60341"
"60342","3822.419797","192.168.111.43","17.248.210.8","TCP","66","52199  >  443 [ACK] Seq=597122 Ack=1154037 Win=131072 Len=0 TSval=1023464521 TSecr=1008397928","443","443","52199","52199","60342"
"60343","3822.427196","192.168.111.43","17.248.210.8","TLSv1.3","635","Application Data","443","443","52199","52199","60343"
"60344","3822.427615","192.168.111.43","17.248.210.8","TLSv1.3","165","Application Data","443","443","52199","52199","60344"
"60345","3822.486193","17.248.210.8","192.168.111.43","TCP","66","443  >  52199 [ACK] Seq=1154037 Ack=597790 Win=174080 Len=0 TSval=1008397997 TSecr=1023464528","52199","52199","443","443","60345"
"60346","3822.486195","17.248.210.8","192.168.111.43","TLSv1.3","1135","Application Data","52199","52199","443","443","60346"
"60347","3822.486374","192.168.111.43","17.248.210.8","TCP","66","52199  >  443 [ACK] Seq=597790 Ack=1155106 Win=129984 Len=0 TSval=1023464587 TSecr=1008397998","443","443","52199","52199","60347"
"60348","3822.497834","192.168.111.43","17.248.210.8","TLSv1.3","635","Application Data","443","443","52199","52199","60348"
"60349","3822.498447","192.168.111.43","17.248.210.8","TLSv1.3","165","Application Data","443","443","52199","52199","60349"
"60350","3822.533535","17.248.210.8","192.168.111.43","TCP","66","443  >  52199 [ACK] Seq=1155106 Ack=598458 Win=174080 Len=0 TSval=1008398036 TSecr=1023464599","52199","52199","443","443","60350"
"60351","3822.533536","17.248.210.8","192.168.111.43","TLSv1.3","1134","Application Data","52199","52199","443","443","60351"
"60352","3822.533721","192.168.111.43","17.248.210.8","TCP","66","52199  >  443 [ACK] Seq=598458 Ack=1156174 Win=129984 Len=0 TSval=1023464635 TSecr=1008398036","443","443","52199","52199","60352"
"60353","3822.544330","192.168.111.43","17.248.210.8","TLSv1.3","635","Application Data","443","443","52199","52199","60353"
"60354","3822.545182","192.168.111.43","17.248.210.8","TLSv1.3","165","Application Data","443","443","52199","52199","60354"
"60355","3822.577631","192.168.111.17","224.0.0.251","MDNS","192","Standard query 0x0000 PTR _companion-link._tcp.local, ""QM"" question PTR Savanah Lares._companion-link._tcp.local PTR Zephaniahâ\200\231s MacBook Air._companion-link._tcp.local PTR Savanahâ\200\231s MacBook Air._companion-link._tcp.local","5353","5353","5353","5353","60355"
"60356","3822.577632","17.248.210.8","192.168.111.43","TCP","66","443  >  52199 [ACK] Seq=1156174 Ack=599126 Win=174080 Len=0 TSval=1008398080 TSecr=1023464645","52199","52199","443","443","60356"
"60357","3822.577633","17.248.210.8","192.168.111.43","TLSv1.3","1132","Application Data","52199","52199","443","443","60357"
"60358","3822.577777","192.168.111.43","17.248.210.8","TCP","66","52199  >  443 [ACK] Seq=599126 Ack=1157240 Win=129984 Len=0 TSval=1023464679 TSecr=1008398081","443","443","52199","52199","60358"
"60359","3822.587670","192.168.111.43","17.248.210.8","TLSv1.3","635","Application Data","443","443","52199","52199","60359"
"60360","3822.588230","192.168.111.43","17.248.210.8","TLSv1.3","165","Application Data","443","443","52199","52199","60360"
"60361","3822.616702","17.248.210.8","192.168.111.43","TCP","66","443  >  52199 [ACK] Seq=1157240 Ack=599794 Win=174080 Len=0 TSval=1008398122 TSecr=1023464689","52199","52199","443","443","60361"
"60362","3822.616703","17.248.210.8","192.168.111.43","TLSv1.3","1134","Application Data","52199","52199","443","443","60362"
"60363","3822.616887","192.168.111.43","17.248.210.8","TCP","66","52199  >  443 [ACK] Seq=599794 Ack=1158308 Win=129984 Len=0 TSval=1023464718 TSecr=1008398123","443","443","52199","52199","60363"
"60364","3822.626824","192.168.111.43","17.248.210.8","TLSv1.3","635","Application Data","443","443","52199","52199","60364"
"60365","3822.627363","192.168.111.43","17.248.210.8","TLSv1.3","165","Application Data","443","443","52199","52199","60365"
"60366","3822.658430","17.248.210.8","192.168.111.43","TCP","66","443  >  52199 [ACK] Seq=1158308 Ack=600462 Win=174080 Len=0 TSval=1008398170 TSecr=1023464728","52199","52199","443","443","60366"
"60367","3822.682631","17.248.210.8","192.168.111.43","TLSv1.3","1133","Application Data","52199","52199","443","443","60367"
"60368","3822.682810","192.168.111.43","17.248.210.8","TCP","66","52199  >  443 [ACK] Seq=600462 Ack=1159375 Win=131072 Len=0 TSval=1023464784 TSecr=1008398175","443","443","52199","52199","60368"
"60369","3822.697371","192.168.111.43","17.248.210.8","TLSv1.3","635","Application Data","443","443","52199","52199","60369"
"60370","3822.697900","192.168.111.43","17.248.210.8","TLSv1.3","165","Application Data","443","443","52199","52199","60370"
"60371","3822.726981","17.248.210.8","192.168.111.43","TCP","66","443  >  52199 [ACK] Seq=1159375 Ack=601130 Win=174080 Len=0 TSval=1008398237 TSecr=1023464798","52199","52199","443","443","60371"
"60372","3822.726983","17.248.210.8","192.168.111.43","TLSv1.3","1134","Application Data","52199","52199","443","443","60372"
"60373","3822.727165","192.168.111.43","17.248.210.8","TCP","66","52199  >  443 [ACK] Seq=601130 Ack=1160443 Win=129984 Len=0 TSval=1023464828 TSecr=1008398237","443","443","52199","52199","60373"
"60374","3822.735522","192.168.111.43","17.248.210.8","TLSv1.3","635","Application Data","443","443","52199","52199","60374"
"60375","3822.736036","192.168.111.43","17.248.210.8","TLSv1.3","165","Application Data","443","443","52199","52199","60375"
"60376","3822.777064","17.248.210.8","192.168.111.43","TCP","66","443  >  52199 [ACK] Seq=1160443 Ack=601798 Win=174080 Len=0 TSval=1008398265 TSecr=1023464837","52199","52199","443","443","60376"
"60377","3822.777066","17.248.210.8","192.168.111.43","TLSv1.3","1130","Application Data","52199","52199","443","443","60377"
"60378","3822.777223","192.168.111.43","17.248.210.8","TCP","66","52199  >  443 [ACK] Seq=601798 Ack=1161507 Win=129984 Len=0 TSval=1023464878 TSecr=1008398266","443","443","52199","52199","60378"
"60379","3822.789115","192.168.111.43","17.248.210.8","TLSv1.3","635","Application Data","443","443","52199","52199","60379"
"60380","3822.789859","192.168.111.43","17.248.210.8","TLSv1.3","165","Application Data","443","443","52199","52199","60380"
"60381","3822.815243","17.248.210.8","192.168.111.43","TCP","66","443  >  52199 [ACK] Seq=1161507 Ack=602466 Win=174080 Len=0 TSval=1008398323 TSecr=1023464890","52199","52199","443","443","60381"
"60382","3822.815244","17.248.210.8","192.168.111.43","TLSv1.3","1134","Application Data","52199","52199","443","443","60382"
"60383","3822.815423","192.168.111.43","17.248.210.8","TCP","66","52199  >  443 [ACK] Seq=602466 Ack=1162575 Win=129984 Len=0 TSval=1023464916 TSecr=1008398324","443","443","52199","52199","60383"
"60384","3822.829182","192.168.111.43","17.248.210.8","TLSv1.3","635","Application Data","443","443","52199","52199","60384"
"60385","3822.829835","192.168.111.43","17.248.210.8","TLSv1.3","165","Application Data","443","443","52199","52199","60385"
"60386","3822.852288","17.248.210.8","192.168.111.43","TCP","66","443  >  52199 [ACK] Seq=1162575 Ack=603134 Win=174080 Len=0 TSval=1008398364 TSecr=1023464930","52199","52199","443","443","60386"
"60387","3822.852289","17.248.210.8","192.168.111.43","TLSv1.3","1133","Application Data","52199","52199","443","443","60387"
"60388","3822.852453","192.168.111.43","17.248.210.8","TCP","66","52199  >  443 [ACK] Seq=603134 Ack=1163642 Win=129984 Len=0 TSval=1023464954 TSecr=1008398364","443","443","52199","52199","60388"
"60389","3822.863459","192.168.111.43","17.248.210.8","TLSv1.3","635","Application Data","443","443","52199","52199","60389"
"60390","3822.863955","192.168.111.43","17.248.210.8","TLSv1.3","165","Application Data","443","443","52199","52199","60390"
"60391","3822.876401","8a:96:dd:09:e9:d0","Broadcast","ARP","60","Who has 192.168.111.101? Tell 192.168.111.75","","","","","60391"
"60392","3822.881213","17.248.210.8","192.168.111.43","TCP","66","443  >  52199 [ACK] Seq=1163642 Ack=603802 Win=174080 Len=0 TSval=1008398392 TSecr=1023464965","52199","52199","443","443","60392"
"60393","3822.881215","17.248.210.8","192.168.111.43","TLSv1.3","1134","Application Data","52199","52199","443","443","60393"
"60394","3822.881376","192.168.111.43","17.248.210.8","TCP","66","52199  >  443 [ACK] Seq=603802 Ack=1164710 Win=129984 Len=0 TSval=1023464982 TSecr=1008398393","443","443","52199","52199","60394"
"60395","3822.892797","192.168.111.43","17.248.210.8","TLSv1.3","635","Application Data","443","443","52199","52199","60395"
"60396","3822.893428","192.168.111.43","17.248.210.8","TLSv1.3","165","Application Data","443","443","52199","52199","60396"
"60397","3822.912712","17.248.210.8","192.168.111.43","TCP","66","443  >  52199 [ACK] Seq=1164710 Ack=604470 Win=174080 Len=0 TSval=1008398423 TSecr=1023464994","52199","52199","443","443","60397"
"60398","3822.912714","17.248.210.8","192.168.111.43","TLSv1.3","1132","Application Data","52199","52199","443","443","60398"
"60399","3822.912880","192.168.111.43","17.248.210.8","TCP","66","52199  >  443 [ACK] Seq=604470 Ack=1165776 Win=129984 Len=0 TSval=1023465014 TSecr=1008398424","443","443","52199","52199","60399"
"60400","3822.925267","192.168.111.43","17.248.210.8","TLSv1.3","635","Application Data","443","443","52199","52199","60400"
"60401","3822.925781","192.168.111.43","17.248.210.8","TLSv1.3","165","Application Data","443","443","52199","52199","60401"
"60402","3822.945733","17.248.210.8","192.168.111.43","TCP","66","443  >  52199 [ACK] Seq=1165776 Ack=605138 Win=174080 Len=0 TSval=1008398457 TSecr=1023465026","52199","52199","443","443","60402"
"60403","3822.945734","17.248.210.8","192.168.111.43","TLSv1.3","1131","Application Data","52199","52199","443","443","60403"
"60404","3822.945903","192.168.111.43","17.248.210.8","TCP","66","52199  >  443 [ACK] Seq=605138 Ack=1166841 Win=129984 Len=0 TSval=1023465047 TSecr=1008398458","443","443","52199","52199","60404"
"60405","3822.958672","192.168.111.43","17.248.210.8","TLSv1.3","635","Application Data","443","443","52199","52199","60405"
"60406","3822.959338","192.168.111.43","17.248.210.8","TLSv1.3","165","Application Data","443","443","52199","52199","60406"
"60407","3822.983375","17.248.210.8","192.168.111.43","TCP","66","443  >  52199 [ACK] Seq=1166841 Ack=605806 Win=174080 Len=0 TSval=1008398492 TSecr=1023465060","52199","52199","443","443","60407"
"60408","3823.028195","17.248.210.8","192.168.111.43","TLSv1.3","1061","Application Data","52199","52199","443","443","60408"
"60409","3823.028491","192.168.111.43","17.248.210.8","TCP","66","52199  >  443 [ACK] Seq=605806 Ack=1167836 Win=131072 Len=0 TSval=1023465129 TSecr=1008398541","443","443","52199","52199","60409"
"60410","3823.038635","192.168.111.43","17.248.210.8","TLSv1.3","635","Application Data","443","443","52199","52199","60410"
"60411","3823.039129","192.168.111.43","17.248.210.8","TLSv1.3","165","Application Data","443","443","52199","52199","60411"
"60412","3823.058962","17.248.210.8","192.168.111.43","TCP","66","443  >  52199 [ACK] Seq=1167836 Ack=606474 Win=174080 Len=0 TSval=1008398572 TSecr=1023465140","52199","52199","443","443","60412"
"60413","3823.058964","17.248.210.8","192.168.111.43","TLSv1.3","1135","Application Data","52199","52199","443","443","60413"
"60414","3823.059150","192.168.111.43","17.248.210.8","TCP","66","52199  >  443 [ACK] Seq=606474 Ack=1168905 Win=129984 Len=0 TSval=1023465160 TSecr=1008398573","443","443","52199","52199","60414"
"60415","3823.070475","192.168.111.43","17.248.210.8","TLSv1.3","635","Application Data","443","443","52199","52199","60415"
"60416","3823.071604","192.168.111.43","17.248.210.8","TLSv1.3","165","Application Data","443","443","52199","52199","60416"
"60417","3823.090448","17.248.210.8","192.168.111.43","TCP","66","443  >  52199 [ACK] Seq=1168905 Ack=607142 Win=174080 Len=0 TSval=1008398602 TSecr=1023465172","52199","52199","443","443","60417"
"60418","3823.097851","17.248.210.8","192.168.111.43","TLSv1.3","1134","Application Data","52199","52199","443","443","60418"
"60419","3823.098065","192.168.111.43","17.248.210.8","TCP","66","52199  >  443 [ACK] Seq=607142 Ack=1169973 Win=131072 Len=0 TSval=1023465199 TSecr=1008398609","443","443","52199","52199","60419"
"60420","3823.105575","192.168.111.43","17.248.210.8","TLSv1.3","635","Application Data","443","443","52199","52199","60420"
"60421","3823.106011","192.168.111.43","17.248.210.8","TLSv1.3","165","Application Data","443","443","52199","52199","60421"
"60422","3823.133379","17.248.210.8","192.168.111.43","TCP","66","443  >  52199 [ACK] Seq=1169973 Ack=607810 Win=174080 Len=0 TSval=1008398643 TSecr=1023465207","52199","52199","443","443","60422"
"60423","3823.133381","17.248.210.8","192.168.111.43","TLSv1.3","1132","Application Data","52199","52199","443","443","60423"
"60424","3823.133560","192.168.111.43","17.248.210.8","TCP","66","52199  >  443 [ACK] Seq=607810 Ack=1171039 Win=129984 Len=0 TSval=1023465235 TSecr=1008398644","443","443","52199","52199","60424"
"60425","3823.140927","192.168.111.43","17.248.210.8","TLSv1.3","635","Application Data","443","443","52199","52199","60425"
"60426","3823.141376","192.168.111.43","17.248.210.8","TLSv1.3","165","Application Data","443","443","52199","52199","60426"
"60427","3823.159454","17.248.210.8","192.168.111.43","TCP","66","443  >  52199 [ACK] Seq=1171039 Ack=608478 Win=174080 Len=0 TSval=1008398672 TSecr=1023465242","52199","52199","443","443","60427"
"60428","3823.159456","17.248.210.8","192.168.111.43","TLSv1.3","1134","Application Data","52199","52199","443","443","60428"
"60429","3823.159611","192.168.111.43","17.248.210.8","TCP","66","52199  >  443 [ACK] Seq=608478 Ack=1172107 Win=129984 Len=0 TSval=1023465261 TSecr=1008398673","443","443","52199","52199","60429"
"60430","3823.168044","192.168.111.43","17.248.210.8","TLSv1.3","635","Application Data","443","443","52199","52199","60430"
"60431","3823.168455","192.168.111.43","17.248.210.8","TLSv1.3","165","Application Data","443","443","52199","52199","60431"
"60432","3823.186932","8a:96:dd:09:e9:d0","Broadcast","ARP","60","Who has 192.168.111.51? Tell 192.168.111.75","","","","","60432"
"60433","3823.189287","17.248.210.8","192.168.111.43","TCP","66","443  >  52199 [ACK] Seq=1172107 Ack=609146 Win=174080 Len=0 TSval=1008398700 TSecr=1023465269","52199","52199","443","443","60433"
"60434","3823.189287","17.248.210.8","192.168.111.43","TLSv1.3","1134","Application Data","52199","52199","443","443","60434"
"60435","3823.189428","192.168.111.43","17.248.210.8","TCP","66","52199  >  443 [ACK] Seq=609146 Ack=1173175 Win=129984 Len=0 TSval=1023465290 TSecr=1008398701","443","443","52199","52199","60435"
"60436","3823.199729","192.168.111.43","17.248.210.8","TLSv1.3","635","Application Data","443","443","52199","52199","60436"
"60437","3823.200350","192.168.111.43","17.248.210.8","TLSv1.3","165","Application Data","443","443","52199","52199","60437"
"60438","3823.215861","17.248.210.8","192.168.111.43","TCP","66","443  >  52199 [ACK] Seq=1173175 Ack=609814 Win=174080 Len=0 TSval=1008398728 TSecr=1023465301","52199","52199","443","443","60438"
"60439","3823.215863","17.248.210.8","192.168.111.43","TLSv1.3","1132","Application Data","52199","52199","443","443","60439"
"60440","3823.216030","192.168.111.43","17.248.210.8","TCP","66","52199  >  443 [ACK] Seq=609814 Ack=1174241 Win=129984 Len=0 TSval=1023465317 TSecr=1008398729","443","443","52199","52199","60440"
"60441","3823.228837","192.168.111.43","17.248.210.8","TLSv1.3","635","Application Data","443","443","52199","52199","60441"
"60442","3823.229469","192.168.111.43","17.248.210.8","TLSv1.3","165","Application Data","443","443","52199","52199","60442"
"60443","3823.253431","17.248.210.8","192.168.111.43","TCP","66","443  >  52199 [ACK] Seq=1174241 Ack=610482 Win=174080 Len=0 TSval=1008398761 TSecr=1023465330","52199","52199","443","443","60443"
"60444","3823.253433","17.248.210.8","192.168.111.43","TLSv1.3","1130","Application Data","52199","52199","443","443","60444"
"60445","3823.253602","192.168.111.43","17.248.210.8","TCP","66","52199  >  443 [ACK] Seq=610482 Ack=1175305 Win=129984 Len=0 TSval=1023465355 TSecr=1008398762","443","443","52199","52199","60445"
"60446","3823.263200","192.168.111.43","17.248.210.8","TLSv1.3","635","Application Data","443","443","52199","52199","60446"
"60447","3823.263757","192.168.111.43","17.248.210.8","TLSv1.3","165","Application Data","443","443","52199","52199","60447"
"60448","3823.288860","17.248.210.8","192.168.111.43","TCP","66","443  >  52199 [ACK] Seq=1175305 Ack=611150 Win=174080 Len=0 TSval=1008398796 TSecr=1023465364","52199","52199","443","443","60448"
"60449","3823.288862","17.248.210.8","192.168.111.43","TLSv1.3","1131","Application Data","52199","52199","443","443","60449"
"60450","3823.289040","192.168.111.43","17.248.210.8","TCP","66","52199  >  443 [ACK] Seq=611150 Ack=1176370 Win=129984 Len=0 TSval=1023465390 TSecr=1008398797","443","443","52199","52199","60450"
"60451","3823.298669","192.168.111.43","17.248.210.8","TLSv1.3","635","Application Data","443","443","52199","52199","60451"
"60452","3823.299131","192.168.111.43","17.248.210.8","TLSv1.3","165","Application Data","443","443","52199","52199","60452"
"60453","3823.313726","17.248.210.8","192.168.111.43","TCP","66","443  >  52199 [ACK] Seq=1176370 Ack=611818 Win=174080 Len=0 TSval=1008398827 TSecr=1023465400","52199","52199","443","443","60453"
"60454","3823.361737","17.248.210.8","192.168.111.43","TLSv1.3","1060","Application Data","52199","52199","443","443","60454"
"60455","3823.362004","192.168.111.43","17.248.210.8","TCP","66","52199  >  443 [ACK] Seq=611818 Ack=1177364 Win=131072 Len=0 TSval=1023465463 TSecr=1008398870","443","443","52199","52199","60455"
"60456","3823.371330","192.168.111.43","17.248.210.8","TLSv1.3","635","Application Data","443","443","52199","52199","60456"
"60457","3823.371779","192.168.111.43","17.248.210.8","TLSv1.3","165","Application Data","443","443","52199","52199","60457"
"60458","3823.448992","17.248.210.8","192.168.111.43","TCP","66","443  >  52199 [ACK] Seq=1177364 Ack=612486 Win=174080 Len=0 TSval=1008398931 TSecr=1023465472","52199","52199","443","443","60458"
"60459","3823.448993","17.248.210.8","192.168.111.43","TLSv1.3","1134","Application Data","52199","52199","443","443","60459"
"60460","3823.449251","192.168.111.43","17.248.210.8","TCP","66","52199  >  443 [ACK] Seq=612486 Ack=1178432 Win=129984 Len=0 TSval=1023465550 TSecr=1008398932","443","443","52199","52199","60460"
"60461","3823.457732","192.168.111.43","17.248.210.8","TLSv1.3","635","Application Data","443","443","52199","52199","60461"
"60462","3823.458329","192.168.111.43","17.248.210.8","TLSv1.3","165","Application Data","443","443","52199","52199","60462"
"60463","3823.492283","192.168.111.17","224.0.0.251","MDNS","192","Standard query 0x0000 PTR _companion-link._tcp.local, ""QM"" question PTR Savanah Lares._companion-link._tcp.local PTR Zephaniahâ\200\231s MacBook Air._companion-link._tcp.local PTR Savanahâ\200\231s MacBook Air._companion-link._tcp.local","5353","5353","5353","5353","60463"
"60464","3823.515880","17.248.210.8","192.168.111.43","TCP","66","443  >  52199 [ACK] Seq=1178432 Ack=613154 Win=174080 Len=0 TSval=1008398999 TSecr=1023465559","52199","52199","443","443","60464"
"60465","3823.515882","17.248.210.8","192.168.111.43","TLSv1.3","1134","Application Data","52199","52199","443","443","60465"
"60466","3823.516073","192.168.111.43","17.248.210.8","TCP","66","52199  >  443 [ACK] Seq=613154 Ack=1179500 Win=129984 Len=0 TSval=1023465617 TSecr=1008399000","443","443","52199","52199","60466"
"60467","3823.539828","192.168.111.43","17.248.210.8","TLSv1.3","635","Application Data","443","443","52199","52199","60467"
"60468","3823.540279","192.168.111.43","17.248.210.8","TLSv1.3","165","Application Data","443","443","52199","52199","60468"
"60469","3823.560709","17.248.210.8","192.168.111.43","TCP","66","443  >  52199 [ACK] Seq=1179500 Ack=613822 Win=174080 Len=0 TSval=1008399074 TSecr=1023465641","52199","52199","443","443","60469"
